loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,annual_inc,issue_d,loan_status,monthly_income,emp_industry,age
40000, 60 months,10.08,851.46,B,B1,LOAN OFFICER,3 years,98000,Sep-18,FALSE,8166.666666666667,other,39
12800, 60 months,25.82,381.88,E,E4,Sergeant ,7 years,40000,Jan-18,FALSE,3333.3333333333335,other,26
15000, 36 months,19.03,550.07,D,D3,Registered nurse,10+ years,150000,Jan-18,FALSE,12500,other,55
25000, 36 months,13.59,849.48,C,C2,Senior Accounting Analyst,10+ years,88600,Jan-18,FALSE,7383.333333333333,other,44
8000, 36 months,9.92,257.84,B,B2,Bartender,1 year,72000,Apr-18,FALSE,6000,other,40
35000, 60 months,14.47,822.95,C,C2,Corporation Secretary,6 years,39600,Oct-18,FALSE,3300,other,25
8000, 36 months,16.46,283.08,C,C5,Deputy Sheriff,7 years,79600,May-18,FALSE,6633.333333333333,other,60
6000, 36 months,7.21,185.84,A,A3,other,10+ years,75000,Nov-18,FALSE,6250,other,47
2750, 36 months,16.14,96.88,C,C4,bus mechanic,10+ years,94000,Aug-18,FALSE,7833.333333333333,other,34
25000, 36 months,9.44,800.13,B,B1,Directional Driller,3 years,249000,Jan-18,TRUE,20750,other,50
3200, 36 months,6.72,98.4,A,A3,Accounting Job Clerk,5 years,45000,Jan-18,FALSE,3750,other,28
10000, 36 months,11.05,327.63,B,B4,other,,85000,May-18,FALSE,7083.333333333333,other,60
11000, 36 months,6.11,335.19,A,A1,Auto tech,2 years,65000,Jul-18,FALSE,5416.666666666667,other,33
30000, 60 months,30.65,982.62,F,F4,other,,41100,Jun-18,FALSE,3425,other,24
10000, 60 months,21.85,275.34,D,D5,Supervisor,2 years,60000,Jun-18,FALSE,5000,other,42
3000, 36 months,14.52,103.3,C,C3,Production,4 years,26000,Jul-18,FALSE,2166.6666666666665,other,23
12000, 36 months,16.02,422.01,C,C5,owner,4 years,88000,Feb-18,FALSE,7333.333333333333,other,35
4000, 36 months,9.58,128.29,B,B1,Utility Consultant,< 1 year,35000,Jul-18,FALSE,2916.6666666666665,other,23
30000, 60 months,21.85,826.02,D,D5,Payroll Manager,< 1 year,110000,Apr-18,FALSE,9166.666666666666,other,52
2400, 36 months,14.08,82.12,C,C3,Military ,7 years,55000,Jan-18,FALSE,4583.333333333333,other,38
15000, 36 months,17.97,542.07,D,D1,Service manager,6 years,57000,Dec-18,FALSE,4750,other,48
24000, 60 months,20,635.86,D,D4,Dental hygienist,2 years,60000,Feb-18,FALSE,5000,other,34
35000, 36 months,15.04,1213.98,C,C4,Contributing Faculty,5 years,197000,Apr-18,TRUE,16416.666666666668,other,45
25000, 36 months,6.71,768.62,A,A3,Finance Manager,10+ years,73000,Apr-18,FALSE,6083.333333333333,other,58
15000, 36 months,11.31,493.29,B,B3,Logistics and Inventory manager,10+ years,87000,Nov-18,FALSE,7250,other,54
24000, 60 months,10.08,510.88,B,B1,COMPLIANCE ASSOCIATE,3 years,121000,Aug-18,FALSE,10083.333333333334,other,35
6600, 36 months,18.06,238.81,D,D2,Customer Service Coordinator,4 years,40000,Feb-18,FALSE,3333.3333333333335,other,25
20000, 36 months,7.96,626.36,A,A5,GM Ocala SMI,3 years,95000,Feb-18,FALSE,7916.666666666667,other,47
35000, 60 months,17.97,888.2,D,D1,Sr Manager Asset Management,10+ years,120000,Aug-18,FALSE,10000,other,44
18000, 36 months,6.11,548.5,A,A1,Administrative Manager ,10+ years,50000,Sep-18,FALSE,4166.666666666667,other,34
28625, 60 months,26.77,870.15,E,E5,Automotive Assembly,2 years,40000,May-18,FALSE,3333.3333333333335,other,27
25000, 36 months,7.21,774.34,A,A3,Assistant manager,8 years,44000,Sep-18,FALSE,3666.6666666666665,other,28
2800, 36 months,6.08,85.29,A,A2,CEO,4 years,86000,Mar-18,FALSE,7166.666666666667,other,58
18000, 60 months,22.35,500.73,D,D5,Medical Billing,4 years,72000,Jul-18,FALSE,6000,other,41
8400, 36 months,10.08,271.36,B,B1,Server,10+ years,22000,Sep-18,FALSE,1833.3333333333333,other,21
8000, 36 months,7.35,248.3,A,A4,Account executive ,4 years,80000,Jan-18,FALSE,6666.666666666667,other,53
10650, 36 months,7.96,333.54,A,A5,Lead Inspector,10+ years,70000,Apr-18,FALSE,5833.333333333333,other,57
16500, 36 months,16.01,580.18,C,C5,Person loan specialist Senior ,2 years,40000,May-18,FALSE,3333.3333333333335,other,27
8500, 36 months,7.56,264.64,A,A3,other,< 1 year,30000,Dec-18,FALSE,2500,other,24
7000, 36 months,8.19,219.97,A,A4,Information Technology,10+ years,59000,Nov-18,FALSE,4916.666666666667,other,60
20000, 36 months,10.41,649.21,B,B3,Engineering Director,10+ years,85000,Apr-18,FALSE,7083.333333333333,other,56
8000, 36 months,5.31,240.89,A,A1,parts manager,5 years,65000,Jul-18,FALSE,5416.666666666667,other,45
8000, 36 months,16.14,281.81,C,C4,Appeals Clerk III,10+ years,61000,Nov-18,FALSE,5083.333333333333,other,35
8000, 36 months,11.99,265.68,B,B5,Career Counselor ,1 year,48500,Feb-18,FALSE,4041.6666666666665,other,30
22000, 60 months,16.01,535.12,C,C5,Sr. Manager,8 years,68000,May-18,FALSE,5666.666666666667,other,52
15000, 36 months,18.94,549.39,D,D2,Program Manager,< 1 year,130000,Aug-18,FALSE,10833.333333333334,other,42
25000, 36 months,7.84,781.57,A,A4,correction officer,10+ years,125000,Jul-18,FALSE,10416.666666666666,other,46
10000, 36 months,10.08,323.05,B,B1,Professor,10+ years,54000,Aug-18,FALSE,4500,other,34
10000, 36 months,10.56,325.31,B,B3,other,,120000,Jun-18,FALSE,10000,other,33
5300, 36 months,12.73,177.89,B,B5,Sr. Human Resource Consultant ,2 years,75000,Aug-18,FALSE,6250,other,41
10000, 36 months,11.98,332.05,B,B5,Engineer,10+ years,86000,Apr-18,FALSE,7166.666666666667,other,41
24000, 36 months,12.73,805.54,B,B5,Chief Technology Officer,10+ years,180000,Oct-18,FALSE,15000,other,50
10000, 36 months,13.56,339.65,C,C1,Teacher,8 years,58000,Jul-18,FALSE,4833.333333333333,other,57
16000, 60 months,19.42,418.76,D,D3,Junior Accountant ,2 years,67000,Apr-18,FALSE,5583.333333333333,other,55
16000, 36 months,11.8,529.91,B,B4,Casino General Manager,5 years,80000,Dec-18,FALSE,6666.666666666667,other,60
20000, 36 months,10.07,646.01,B,B2,Manager,< 1 year,78000,Jun-18,FALSE,6500,other,47
40000, 60 months,9.93,848.51,B,B2,ceo,10+ years,500000,Jan-18,FALSE,41666.666666666664,other,37
34500, 36 months,14.47,1187.02,C,C2,"Director, Human Resources",7 years,250000,Dec-18,FALSE,20833.333333333332,other,60
12500, 36 months,7.02,386.08,A,A2,other,,64456,Nov-18,FALSE,5371.333333333333,other,33
21000, 36 months,6.71,645.64,A,A3,nurse,1 year,120000,Mar-18,FALSE,10000,other,59
20000, 36 months,15.02,693.51,C,C3,Registered nurse ,7 years,47000,Aug-18,FALSE,3916.6666666666665,other,31
20000, 60 months,13.56,460.82,C,C1,Resource,6 years,52000,Aug-18,FALSE,4333.333333333333,other,33
10000, 36 months,16.14,352.27,C,C4,other,,0,Aug-18,FALSE,0,other,18
13000, 36 months,6.72,399.75,A,A3,HR Analyst,2 years,47288,Jan-18,FALSE,3940.6666666666665,other,29
1000, 36 months,9.43,32.01,B,B1,Manager,5 years,45000,Apr-18,FALSE,3750,other,29
6000, 36 months,6.83,184.8,A,A3,front desk,1 year,25000,Jun-18,FALSE,2083.3333333333335,other,23
18000, 60 months,8.19,366.62,A,A4,Product Lifecycle Manager,10+ years,105000,Dec-18,FALSE,8750,other,51
32000, 36 months,10.33,1037.52,B,B1,other,< 1 year,160000,Dec-18,FALSE,13333.333333333334,other,36
8400, 36 months,13.59,285.43,C,C2,Terminal Manager,9 years,85000,Feb-18,FALSE,7083.333333333333,other,57
16825, 36 months,8.46,530.82,A,A5,superintendant,10+ years,79000,Sep-18,FALSE,6583.333333333333,other,52
16000, 36 months,10.56,520.5,B,B3,Superintendent ,10+ years,94120,May-18,FALSE,7843.333333333333,other,35
3200, 36 months,6.71,98.39,A,A3,other,,48300,Mar-18,FALSE,4025,other,28
13200, 60 months,22.35,367.21,D,D5,other,,21940,Oct-18,FALSE,1828.3333333333333,other,22
12000, 36 months,18.94,439.51,D,D2,Preschool Director/ESL Teacher,2 years,30000,Oct-18,FALSE,2500,other,22
10000, 36 months,10.41,324.61,B,B3,Sales manager,2 years,88000,Mar-18,FALSE,7333.333333333333,other,46
18000, 60 months,8.19,366.62,A,A4,Assistant Director of Maintenance,10+ years,70000,Dec-18,FALSE,5833.333333333333,other,46
8000, 36 months,12.13,266.22,B,B5,Senior Production Designer,10+ years,96000,Jun-18,FALSE,8000,other,40
10000, 36 months,14.07,342.12,C,C3,Commercial sales,10+ years,35000,Mar-18,FALSE,2916.6666666666665,other,24
22875, 36 months,21.45,867.12,D,D5,Implementation Team Lead,5 years,71841,Feb-18,FALSE,5986.75,other,54
4300, 36 months,16.01,151.2,C,C5,Cheif Technician,2 years,53000,Feb-18,FALSE,4416.666666666667,other,35
7200, 36 months,7.96,225.49,A,A5,Maint ,4 years,76000,Apr-18,FALSE,6333.333333333333,other,42
30000, 60 months,10.08,638.6,B,B1,police lieutenant,9 years,53000,Oct-18,FALSE,4416.666666666667,other,33
11500, 60 months,14.52,270.7,C,C3,other,,55000,Jun-18,FALSE,4583.333333333333,other,51
11200, 36 months,10.33,363.14,B,B1,san worker,10+ years,90000,Dec-18,FALSE,7500,other,34
7500, 36 months,7.21,232.3,A,A3,Head Baseball Coach,2 years,85000,Jul-18,FALSE,7083.333333333333,other,36
6000, 36 months,10.33,194.54,B,B1,Financial Rep,5 years,100000,Dec-18,FALSE,8333.333333333334,other,43
10000, 36 months,10.91,326.97,B,B4,Head Volleyball Coach,9 years,44000,Jan-18,FALSE,3666.6666666666665,other,27
15000, 60 months,17.97,380.66,D,D1,Analysts ,10+ years,52000,Oct-18,FALSE,4333.333333333333,other,31
12000, 60 months,16.91,297.66,C,C5,Caregiver,6 years,29500,Jul-18,FALSE,2458.3333333333335,other,21
12800, 60 months,11.55,281.83,B,B4,Senior Web Developer,4 years,115000,Oct-18,FALSE,9583.333333333334,other,41
9000, 36 months,11.99,298.89,B,B5,Manager ,4 years,39324,Jan-18,FALSE,3277,other,25
4500, 36 months,14.47,154.83,C,C2,other,1 year,29000,Nov-18,FALSE,2416.6666666666665,other,21
35000, 60 months,12.13,780.86,B,B5,Server,6 years,68578,Jun-18,FALSE,5714.833333333333,other,58
20000, 36 months,5.32,602.3,A,A1,"VP, Service Delivery Manager",1 year,175000,Feb-18,FALSE,14583.333333333334,other,41
5000, 36 months,18.45,181.9,D,D2,Branch Manager,5 years,80000,May-18,FALSE,6666.666666666667,other,60
38450, 60 months,12.73,869.56,B,B5,Exectuive Vice President,10+ years,138000,Oct-18,FALSE,11500,other,35
10000, 36 months,9.44,320.05,B,B1,Nursing,6 years,55000,Feb-18,FALSE,4583.333333333333,other,50
5000, 36 months,9.43,160.01,B,B1,IT Analyst,2 years,60000,Mar-18,FALSE,5000,other,59
14000, 36 months,12.13,465.88,B,B5,Manager,10+ years,83000,Jun-18,FALSE,6916.666666666667,other,47
40000, 60 months,16.14,975.71,C,C4,Global HR Compliance Manager,2 years,111200,Sep-18,TRUE,9266.666666666666,other,39
20000, 60 months,17.97,507.55,D,D1,Chief Development Officer,3 years,150000,Nov-18,FALSE,12500,other,59
12000, 36 months,12.73,402.77,B,B5,Truck Driver,7 years,42000,Jul-18,FALSE,3500,other,25
10500, 36 months,10.41,340.84,B,B3,Operations Mgr,4 years,140000,May-18,FALSE,11666.666666666666,other,47
36000, 60 months,9.58,757.48,B,B1,Staff nurse,10+ years,85000,Jun-18,FALSE,7083.333333333333,other,46
7700, 36 months,6.08,234.53,A,A2,Dispatcher,1 year,27000,Feb-18,FALSE,2250,other,23
11000, 36 months,15.02,381.43,C,C3,Sales,< 1 year,78000,Sep-18,FALSE,6500,other,57
30000, 36 months,7.34,930.99,A,A4,Teacher,10+ years,52500,Mar-18,FALSE,4375,other,35
35000, 36 months,9.92,1128.04,B,B2,Electrical Engineer ,3 years,98000,Mar-18,FALSE,8166.666666666667,other,35
25800, 36 months,6.67,792.75,A,A2,Director of Development,3 years,85000,Oct-18,FALSE,7083.333333333333,other,52
30000, 60 months,12.61,676.62,C,C1,Manager of Financial Analysis,2 years,94778,Mar-18,FALSE,7898.166666666667,other,35
8400, 36 months,6.07,255.82,A,A2,owner,10+ years,110000,Mar-18,FALSE,9166.666666666666,other,44
17000, 60 months,11.55,374.31,B,B4,Lawn Technician,6 years,36000,Sep-18,FALSE,3000,other,25
9500, 36 months,13.59,322.8,C,C2,Driver,4 years,65000,Feb-18,FALSE,5416.666666666667,other,60
30000, 36 months,8.08,941.2,A,A5,Paramedic ,5 years,120000,May-18,FALSE,10000,other,39
35000, 36 months,11.06,1146.85,B,B3,other,,30000,Jul-18,TRUE,2500,other,23
25000, 60 months,15.49,601.2,C,C4,Logistician,3 years,67700,Jun-18,FALSE,5641.666666666667,other,34
14000, 60 months,6.11,271.38,A,A1,Assistant Area Coordinator ,10+ years,55000,Oct-18,FALSE,4583.333333333333,other,59
10000, 60 months,11.05,217.68,B,B4,Teacher ,2 years,60000,Jun-18,FALSE,5000,other,58
5000, 36 months,15.05,173.45,C,C4,Agent Owner,10+ years,40000,Jan-18,FALSE,3333.3333333333335,other,26
2100, 36 months,16.91,74.78,C,C5,caregiver,3 years,25000,Oct-18,FALSE,2083.3333333333335,other,21
20000, 60 months,9.43,419.36,B,B1,Owner,10+ years,80000,May-18,FALSE,6666.666666666667,other,57
18000, 36 months,7.84,562.73,A,A4,Director of Operations ,10+ years,120000,Sep-18,FALSE,10000,other,48
6000, 36 months,15.49,209.44,C,C4,masseuse,8 years,86000,May-18,TRUE,7166.666666666667,other,50
32000, 60 months,14.08,745.92,C,C3,Superintendent,10+ years,120000,Jan-18,FALSE,10000,other,41
10000, 36 months,7.02,308.87,A,A2,Director ,5 years,50000,Dec-18,FALSE,4166.666666666667,other,35
30000, 36 months,9.93,967.03,B,B2,"VP, Development",< 1 year,180000,Jan-18,FALSE,15000,other,36
7000, 36 months,23.4,272.43,E,E1,other,< 1 year,70000,Dec-18,FALSE,5833.333333333333,other,50
15500, 36 months,15.49,541.04,C,C4,Location manager ,3 years,40000,Jun-18,FALSE,3333.3333333333335,other,26
4500, 36 months,10.47,146.2,B,B2,Field Service Representative ,< 1 year,30000,Sep-18,FALSE,2500,other,23
5000, 36 months,10.91,163.49,B,B4,other,,81685,Feb-18,FALSE,6807.083333333333,other,41
5000, 36 months,10.56,162.66,B,B3,Front house manager,3 years,55000,Jun-18,FALSE,4583.333333333333,other,39
15000, 60 months,16.14,365.89,C,C4,Supervisor Supply Chain ,10+ years,105000,Nov-18,FALSE,8750,other,38
33600, 60 months,17.47,843.57,D,D1,City Public Worker,6 years,37687,May-18,FALSE,3140.5833333333335,other,22
10000, 36 months,9.44,320.05,B,B1,Environmental tech,10+ years,75000,Feb-18,FALSE,6250,other,58
10000, 60 months,6.71,196.65,A,A3,Letter carrier,2 years,100000,Mar-18,FALSE,8333.333333333334,other,42
21000, 60 months,14.03,488.96,C,C2,Operations Assistant,2 years,51000,Jun-18,FALSE,4250,other,29
40000, 60 months,11.99,889.58,B,B5,Pipeline Controller,2 years,150000,Jan-18,FALSE,12500,other,39
6800, 36 months,6.46,208.29,A,A1,driver,2 years,77000,Dec-18,FALSE,6416.666666666667,other,50
35000, 60 months,14.47,822.95,C,C2,Risk Agent,< 1 year,40520,Nov-18,FALSE,3376.6666666666665,other,27
5000, 36 months,18.94,183.13,D,D2,Electrical tech,3 years,43680,Aug-18,TRUE,3640,other,26
8400, 36 months,6.08,255.85,A,A2,secretary/bookkeeper,7 years,27000,Jan-18,FALSE,2250,other,22
6000, 36 months,15.05,208.14,C,C4,Secretary ,10+ years,25000,Feb-18,FALSE,2083.3333333333335,other,22
14000, 60 months,12.73,316.62,B,B5,Health Information Specialist,10+ years,30000,Sep-18,FALSE,2500,other,23
15000, 36 months,8.19,471.37,A,A4,Regional Director of Event Technology,7 years,55000,Nov-18,FALSE,4583.333333333333,other,42
8000, 36 months,13.06,269.79,C,C1,Director of Distribution,10+ years,82000,May-18,FALSE,6833.333333333333,other,57
4000, 36 months,6.07,121.82,A,A2,Personal Banker,4 years,31000,Mar-18,FALSE,2583.3333333333335,other,24
24000, 60 months,16.91,595.31,C,C5,other,,45000,Nov-18,FALSE,3750,other,29
3025, 36 months,15.04,104.93,C,C4,other,,35000,May-18,FALSE,2916.6666666666665,other,24
20000, 36 months,8.46,630.99,A,A5,Senior Maintenance Operations Manager,8 years,86000,Aug-18,FALSE,7166.666666666667,other,52
30000, 36 months,14.07,1026.35,C,C3,Supervisor Passenger Services,10+ years,78000,Apr-18,FALSE,6500,other,38
13000, 36 months,7.84,406.42,A,A4,other,< 1 year,60000,Nov-18,FALSE,5000,other,55
35000, 36 months,14.03,1196.73,C,C2,Truckdriver,< 1 year,80000,Jun-18,FALSE,6666.666666666667,other,36
10000, 36 months,11.98,332.05,B,B5,Registered Nurse,4 years,54000,Apr-18,TRUE,4500,other,34
20000, 60 months,13.56,460.82,C,C1,Residential Driver ,5 years,70000,Nov-18,FALSE,5833.333333333333,other,39
10000, 36 months,10.42,324.65,B,B3,Lpn,5 years,110000,Feb-18,FALSE,9166.666666666666,other,46
20000, 60 months,16.01,486.47,C,C5,Letter Carrier,10+ years,72000,May-18,FALSE,6000,other,45
8000, 36 months,17.47,287.1,D,D1,air traffic controller,10+ years,170000,Mar-18,FALSE,14166.666666666666,other,39
12000, 36 months,7.56,373.61,A,A3,Journeyman Electrician ,5 years,32000,Dec-18,FALSE,2666.6666666666665,other,26
7000, 36 months,11.06,229.37,B,B3,Owner,4 years,45000,Aug-18,FALSE,3750,other,28
3500, 36 months,16.01,123.07,C,C5,Research ,< 1 year,55000,Apr-18,FALSE,4583.333333333333,other,58
8500, 36 months,8.46,268.17,A,A5,Public Works Director,10+ years,47000,Sep-18,FALSE,3916.6666666666665,other,30
12000, 36 months,10.08,387.66,B,B1,Teachers assistant ,10+ years,44500,Jul-18,FALSE,3708.3333333333335,other,27
16000, 36 months,7.34,496.53,A,A4,Produce Category Manager,8 years,78000,May-18,FALSE,6500,other,57
3950, 36 months,18.94,144.68,D,D2,Systems Engineer,1 year,121276,Oct-18,FALSE,10106.333333333334,other,52
7500, 36 months,7.35,232.79,A,A4,Analyst,7 years,106275,Feb-18,FALSE,8856.25,other,36
40000, 36 months,6.11,1218.88,A,A1,HR Manger,< 1 year,75000,Oct-18,FALSE,6250,other,45
10000, 36 months,7.34,310.33,A,A4,Truck Driver,2 years,72000,Apr-18,FALSE,6000,other,48
10000, 36 months,6.11,304.72,A,A1,practical nurse,10+ years,54000,Nov-18,FALSE,4500,other,30
10000, 36 months,16.91,356.08,C,C5,Customer Service Rep,2 years,37000,Sep-18,FALSE,3083.3333333333335,other,26
10000, 36 months,20.39,373.63,D,D4,other,,69876,Jul-18,TRUE,5823,other,47
20000, 36 months,11.06,655.35,B,B3,Machinist,10+ years,56688,Oct-18,FALSE,4724,other,57
8000, 36 months,15.04,277.48,C,C4,Operations Supervisor,10+ years,193000,Mar-18,FALSE,16083.333333333334,other,41
20000, 36 months,10.41,649.21,B,B3,Internet Manager,10+ years,114000,Feb-18,FALSE,9500,other,36
40000, 60 months,13.58,922.05,C,C2,Account Executive ,10+ years,130000,Mar-18,FALSE,10833.333333333334,other,36
20000, 36 months,11.55,660,B,B4,Hygiene Assistant ,2 years,96000,Jul-18,FALSE,8000,other,55
12000, 36 months,11.98,398.46,B,B5,civil worker ,3 years,50000,Mar-18,FALSE,4166.666666666667,other,31
4750, 36 months,16.14,167.33,C,C4,Mechanic,3 years,31000,Sep-18,FALSE,2583.3333333333335,other,26
22000, 36 months,7.96,689,A,A5,Career Program Developer/Coordinator,9 years,69000,Mar-18,FALSE,5750,other,50
40000, 60 months,8.19,814.7,A,A4,other,,70000,Dec-18,FALSE,5833.333333333333,other,48
3000, 36 months,16.02,105.51,C,C5,Grants,1 year,60000,Jan-18,FALSE,5000,other,38
12000, 36 months,14.03,410.31,C,C2,Project Coordinator,4 years,70000,Jun-18,FALSE,5833.333333333333,other,56
28000, 60 months,16.91,694.52,C,C5,Sr. Middle Office Analyst,3 years,105792,Sep-18,FALSE,8816,other,42
40000, 60 months,11.98,889.38,B,B5,Director of Operations,10+ years,96900,Apr-18,FALSE,8075,other,44
4000, 36 months,7.56,124.54,A,A3,licensing admin,3 years,40000,Dec-18,FALSE,3333.3333333333335,other,28
23000, 60 months,14.47,540.8,C,C2,Dispatch manager,5 years,62000,Oct-18,FALSE,5166.666666666667,other,57
20000, 36 months,6.11,609.44,A,A1,IT Support Manager,1 year,85000,Aug-18,FALSE,7083.333333333333,other,56
6000, 36 months,11.55,198,B,B4,other,,17000,Oct-18,FALSE,1416.6666666666667,other,18
4000, 36 months,9.43,128.01,B,B1,Security Officer,1 year,28000,Mar-18,FALSE,2333.3333333333335,other,23
7200, 36 months,10.41,233.72,B,B3,Accounting Associate,1 year,48000,Mar-18,FALSE,4000,other,27
10000, 36 months,6.72,307.5,A,A3,Equipment Operator,10+ years,65000,Jan-18,TRUE,5416.666666666667,other,35
6025, 36 months,6.71,185.24,A,A3,other,,19789.91,May-18,FALSE,1649.1591666666666,other,18
32000, 36 months,7.84,1000.41,A,A4,other,,12000,Aug-18,FALSE,1000,other,19
6000, 36 months,11.99,199.26,B,B5,DRIVER,4 years,65000,Jan-18,FALSE,5416.666666666667,other,47
22275, 36 months,19.92,826.92,D,D3,laborer,10+ years,116943,Oct-18,FALSE,9745.25,other,52
20000, 60 months,14.47,470.26,C,C2,Physician Assistant ,2 years,95000,Aug-18,FALSE,7916.666666666667,other,37
8000, 36 months,11.55,264,B,B4,Vet tech,< 1 year,28000,Aug-18,FALSE,2333.3333333333335,other,23
10000, 36 months,6.11,304.72,A,A1,Network Administrator,5 years,87000,Aug-18,FALSE,7250,other,46
40000, 60 months,7.84,808,A,A4,Car Inspector,10+ years,70000,Aug-18,FALSE,5833.333333333333,other,40
6000, 36 months,6.83,184.8,A,A3,Pro Bono Coordinator,5 years,30000,Jun-18,FALSE,2500,other,23
17000, 60 months,13.56,391.7,C,C1,Registered Nurse,7 years,60000,Jul-18,FALSE,5000,other,52
19000, 36 months,9.93,612.46,B,B2,Guest Service Manager,3 years,65000,Feb-18,TRUE,5416.666666666667,other,37
2500, 36 months,16.91,89.02,C,C5,DIRECTOR SECURITY RISK MANAGEMENT ,6 years,55000,Nov-18,FALSE,4583.333333333333,other,57
15000, 60 months,7.97,303.94,A,A5,Service advisor,8 years,71000,Jan-18,FALSE,5916.666666666667,other,59
5000, 36 months,7.34,155.17,A,A4,Deputy,4 years,40000,Mar-18,FALSE,3333.3333333333335,other,27
40000, 36 months,13.56,1358.58,C,C1,Financial controller,2 years,56650,Sep-18,FALSE,4720.833333333333,other,53
8500, 36 months,7.35,263.82,A,A4,President,10+ years,175000,Jan-18,FALSE,14583.333333333334,other,46
8000, 36 months,16.91,284.87,C,C5,Technology Associate,2 years,52250,Nov-18,FALSE,4354.166666666667,other,35
2000, 36 months,11.55,66,B,B4,Buffet Cashier,4 years,22000,Jul-18,FALSE,1833.3333333333333,other,21
12000, 36 months,6.83,369.6,A,A3,Project Manager,10+ years,73000,May-18,FALSE,6083.333333333333,other,60
20000, 60 months,11.8,442.88,B,B4,Aircraft Inspector,10+ years,120000,Nov-18,FALSE,10000,other,57
23000, 36 months,5.31,692.54,A,A1,Electrician Assistant  ,3 years,82350,Mar-18,FALSE,6862.5,other,60
10000, 36 months,11.31,328.86,B,B3,Lineman ,9 years,100000,Dec-18,FALSE,8333.333333333334,other,42
6000, 36 months,7.02,185.32,A,A2,Service assistant ,1 year,26000,Dec-18,FALSE,2166.6666666666665,other,21
20500, 36 months,10.56,666.89,B,B3,Foreman ,7 years,90000,Jul-18,FALSE,7500,other,36
2500, 36 months,12.62,83.78,C,C1,BusDriver #1,10+ years,30000,Jan-18,TRUE,2500,other,23
9600, 36 months,17.47,344.52,D,D1,Senior Captain,3 years,60000,Apr-18,TRUE,5000,other,34
1000, 36 months,25.34,39.94,E,E3,Driver,1 year,22680,Nov-18,FALSE,1890,other,21
8000, 36 months,7.21,247.79,A,A3,Desktop Support Technician,5 years,70000,Sep-18,FALSE,5833.333333333333,other,35
19200, 60 months,17.47,482.04,D,D1,Sales,5 years,77200,Jun-18,FALSE,6433.333333333333,other,42
25000, 36 months,24.84,991.89,E,E3,Professor,10+ years,155000,May-18,TRUE,12916.666666666666,other,52
8500, 36 months,11.55,280.5,B,B4,Office Manager,10+ years,55000,Oct-18,FALSE,4583.333333333333,other,45
6025, 36 months,20,223.92,D,D4,machine operator,7 years,35000,Feb-18,TRUE,2916.6666666666665,other,23
10000, 36 months,10.08,323.05,B,B1,other,,56000,Aug-18,FALSE,4666.666666666667,other,38
35000, 36 months,12.61,1172.73,C,C1,Owner,< 1 year,80000,May-18,TRUE,6666.666666666667,other,46
15000, 36 months,5.31,451.66,A,A1,Accounting Associate,1 year,47000,Mar-18,FALSE,3916.6666666666665,other,30
7000, 36 months,18.06,253.28,D,D2,Manager,10+ years,48000,Feb-18,FALSE,4000,other,29
14400, 60 months,12.61,324.78,C,C1,Road driver,3 years,83000,May-18,FALSE,6916.666666666667,other,46
20000, 36 months,10.91,653.93,B,B4,Supply Technician ,10+ years,57000,Jan-18,FALSE,4750,other,52
5000, 36 months,8.46,157.75,A,A5,Cranemen,5 years,45000,Aug-18,FALSE,3750,other,28
25000, 60 months,7.34,499.06,A,A4,Carpenter,3 years,75000,Apr-18,FALSE,6250,other,59
7000, 36 months,10.47,227.42,B,B2,Hairdresser/owner,5 years,42000,Oct-18,FALSE,3500,other,27
15000, 36 months,14.52,516.47,C,C3,Sr Accoutant,10+ years,72000,May-18,FALSE,6000,other,56
10000, 36 months,10.42,324.65,B,B3,other,,32000,Feb-18,FALSE,2666.6666666666665,other,25
10000, 36 months,12.73,335.65,B,B5,foreman,5 years,40000,Nov-18,FALSE,3333.3333333333335,other,25
4000, 36 months,7.96,125.28,A,A5,"welder, cnc operator",2 years,25000,Mar-18,TRUE,2083.3333333333335,other,19
20000, 60 months,20.89,539.84,D,D4,Senior Graphic Designer,6 years,98000,Sep-18,FALSE,8166.666666666667,other,34
26000, 60 months,19.03,674.89,D,D3,Warehouse Supervisor,10+ years,67000,Jan-18,FALSE,5583.333333333333,other,50
32000, 36 months,10.9,1046.13,B,B4,Bartender ,< 1 year,62000,Apr-18,FALSE,5166.666666666667,other,49
15000, 36 months,20.39,560.44,D,D4,Senior Consultant,4 years,110000,May-18,FALSE,9166.666666666666,other,53
15000, 60 months,17.97,380.66,D,D1,Cashier,10+ years,26000,Oct-18,FALSE,2166.6666666666665,other,21
27500, 60 months,13.59,634.05,C,C2,other,,84000,Jan-18,FALSE,7000,other,49
8000, 36 months,14.47,275.26,C,C2,Business banker,8 years,102000,Nov-18,FALSE,8500,other,51
10000, 36 months,14.52,344.31,C,C3,Penn Virginia,4 years,95000,Jul-18,FALSE,7916.666666666667,other,36
24000, 60 months,12.62,541.42,C,C1,Director of Sales,1 year,109000,Jan-18,FALSE,9083.333333333334,other,36
15500, 36 months,7.35,481.08,A,A4,Front Desk,6 years,35000,Jan-18,FALSE,2916.6666666666665,other,24
24000, 60 months,18.94,621.79,D,D2,Escrow Assistant,4 years,37000,Nov-18,FALSE,3083.3333333333335,other,25
30000, 60 months,12.73,678.46,B,B5,Instructor Pilot,2 years,120000,Jul-18,FALSE,10000,other,41
